{CODIGO=POSRANGP, NOMBRE=CONTIENE EL NUMERO FINAL PARA EL RANGO DE CONSULTAS PAGINADAS., TIPO=N, VALOR=50, LOGIN=GAMBLE, FECHAUPD=2021-03-01 00:13:27.0, APLICACION=6, VERSION=0}
{CODIGO=ESCFINRI, NOMBRE=FECHA DE ESCRUTINIO FINAL PARA LA RIFA NACIONAL, TIPO=D, VALOR=18/12/2010, LOGIN=GAMBLE, FECHAUPD=2011-02-07 00:23:33.0, APLICACION=7, VERSION=0}
{CODIGO=REVESCRI, NOMBRE=PRODUCTO PARA ELIMINAR LAS COPIAS EN LA REVERZA DEL ESCRUTINIO, TIPO=N, VALOR=105, LOGIN=GAMBLE, FECHAUPD=2011-02-07 00:23:33.0, APLICACION=7, VERSION=0}
{CODIGO=URLENC, NOMBRE=DESTINO ENCUESTAS IMO, TIPO=A, VALOR=http://172.19.12.249:8337, LOGIN=GAMBLE, FECHAUPD=2018-03-03 13:49:23.0, APLICACION=9, VERSION=0}
{CODIGO=NUMRECCO, NOMBRE=ACTIVA FUNCIONALIDAD DE RESTRICCION DE NUMEROS POR CENTRO DE COSTO, TIPO=A, VALOR=N, LOGIN=GAMBLE, FECHAUPD=2012-04-23 00:00:00.0, APLICACION=6, VERSION=0}
{CODIGO=TINDVIRT, NOMBRE=ACTIVAR LA MODALIDAD TOPES INDIVIDUALES VIRTUALES, TIPO=A, VALOR=N, LOGIN=GAMBLE, FECHAUPD=2013-07-14 01:47:13.0, APLICACION=5, VERSION=1}
{CODIGO=TIVTPASS, NOMBRE=TIPO DE DESBLOQUEO PARA TOPES INDIVIDUALES VIRTUALES, TIPO=A, VALOR=1, LOGIN=GAMBLE, FECHAUPD=2013-07-14 01:47:13.0, APLICACION=5, VERSION=1}
{CODIGO=TIVPASSW, NOMBRE=CLAVE DESBLOQUEO TOPES INDIVIDUALES VIRTUALES, TIPO=A, VALOR=admin123, LOGIN=GAMBLE, FECHAUPD=2013-07-14 01:47:13.0, APLICACION=5, VERSION=1}
{CODIGO=TIVUPASS, NOMBRE=PERMITIR DESBLOQUEO CON PASSWORD TOPES INDIVIDUALES VIRTUALES, TIPO=A, VALOR=S, LOGIN=GAMBLE, FECHAUPD=2013-07-14 01:47:13.0, APLICACION=5, VERSION=1}
{CODIGO=EMSIASTR, NOMBRE=CODIGO DE EMPRESA SISRED, TIPO=A, VALOR=025, LOGIN=GAMBLE, FECHAUPD=2013-07-14 01:47:46.0, APLICACION=5, VERSION=1}
{CODIGO=LOSIASTR, NOMBRE=LOGIN Y PASSWD PARA CONECTARSE AL ESQUEMA DE SISRED, TIPO=A, VALOR=AP11025,AP11025,5, LOGIN=GAMBLE, FECHAUPD=2013-07-14 01:47:46.0, APLICACION=5, VERSION=1}
{CODIGO=PLATASTR, NOMBRE=PARAMETRO DE VALIDACION DE PLATAFORMAS S o C, TIPO=A, VALOR=S, LOGIN=GAMBLE, FECHAUPD=2013-07-14 01:47:46.0, APLICACION=5, VERSION=1}
{CODIGO=IPSIASTR, NOMBRE=Conexiones,IPs y PUERTOS DE CONFIGURACION ASTRO CODESA POR EMPRESA(codEmpr1=conexion:ip:puerto1;), TIPO=A, VALOR=7609=10.9.12.5:9098;1902=10.9.12.5:9098;5201=10.9.12.5:9098;004=10.9.12.5:9098, LOGIN=GAMBLE, FECHAUPD=2013-07-14 01:47:46.0, APLICACION=11, VERSION=0}
{CODIGO=ACIPSI, NOMBRE= Controla si se debe actualizar en memoria del web service astro mayo el parametro IPSIASTR, TIPO=A, VALOR=S, LOGIN=GAMBLE, FECHAUPD=2013-07-14 01:47:46.0, APLICACION=11, VERSION=0}
{CODIGO=GEEQVDCH, NOMBRE=INDICA SI LA EMPRESA GENERA EQUIVALENCIAS DE DOBLECHANCE, TIPO=A, VALOR=S, LOGIN=GAMBLE, FECHAUPD=2013-07-14 01:47:46.0, APLICACION=7, VERSION=0}
{CODIGO=CCEQVDCH, NOMBRE=CENTROS DE COSTO PARA GENERAR EQUIVALENCIAS DE DOBLECHANCE, TIPO=A, VALOR=1200,1162,1163, LOGIN=GAMBLE, FECHAUPD=2013-07-14 01:47:46.0, APLICACION=7, VERSION=0}
{CODIGO=RTVRPCAJ, NOMBRE=FORMA DE ALMACENAMIENTO DE RECAUDOS POR TIPO VENDEDOR, DISTRIBUIDOS O CONSOLIDADOS D/C, TIPO=A, VALOR=C, LOGIN=GAMBLE, FECHAUPD=2013-07-14 01:47:46.0, APLICACION=5, VERSION=0}
{CODIGO=RTVCTODI, NOMBRE=CONCEPTO DE DISTRIBUCCION, POR TIPO VENDEDOR, PUNTO VENTA O VENTA PROPIA (T,P,V), TIPO=A, VALOR=P, LOGIN=GAMBLE, FECHAUPD=2014-07-07 00:00:00.0, APLICACION=5, VERSION=1}
{CODIGO=RTVCFGDS, NOMBRE=INDICA EL ID_DESTINO Y EL TIPO DE JUEGO (ID,TIPOJUEGO), TIPO=A, VALOR=20,1, LOGIN=GAMBLE, FECHAUPD=2014-07-07 00:00:00.0, APLICACION=5, VERSION=1}
{CODIGO=VANUENFR, NOMBRE=VALOR DEL NUMERO DE ENTREGAPARA PREMIO FORMULARIOS, TIPO=N, VALOR=1, LOGIN=GAMBLE, FECHAUPD=2013-07-14 01:47:46.0, APLICACION=7, VERSION=0}
{CODIGO=ESCAPROX, NOMBRE=PARAMETRO PARA EL ESCRUTINIO PARA APROXIMACIONES, TIPO=A, VALOR=34, LOGIN=GAMBLE, FECHAUPD=2012-08-02 00:00:00.0, APLICACION=7, VERSION=0}
{CODIGO=APROXLOT, NOMBRE=NUMERO DE LOTERIAS PARA EL TIPO JUEGO DE APROXIMACIONES, TIPO=N, VALOR=1, LOGIN=GAMBLE, FECHAUPD=2013-07-14 01:47:46.0, APLICACION=5, VERSION=0}
{CODIGO=COLOPROM, NOMBRE=CODIGO DE LOTERIAS|PRODUCTOS QUE TIENEN PROMOCION DE SUPERCHANCE, PARA INHABILITAR SOLO EL |, TIPO=A, VALOR=54|121, LOGIN=GAMBLE, FECHAUPD=2012-08-17 00:00:00.0, APLICACION=5, VERSION=0}
{CODIGO=CRCBD2S1, NOMBRE=CANTIDAD REINTENTOS PARA CONSULTAR EN BD2 LA SINCRONIZACION CON BD1, TIPO=N, VALOR=2, LOGIN=GAMBLE, FECHAUPD=2013-07-14 02:06:08.0, APLICACION=7, VERSION=0}
{CODIGO=SLEEPSBD, NOMBRE=TIEMPO DE ESPERA EN MINUTOS PARA CONSULTAR EN BD2 LA SINCRONIZACION CON BD1, TIPO=N, VALOR=1, LOGIN=GAMBLE, FECHAUPD=2013-07-14 02:06:08.0, APLICACION=7, VERSION=0}
{CODIGO=ANULMASI, NOMBRE=VALIDA SI SE REALIZA EL PROCESO DE ANULACIONMASIVA(S/N), TIPO=A, VALOR=S, LOGIN=GAMBLE, FECHAUPD=2012-10-23 15:05:29.0, APLICACION=5, VERSION=2}
{CODIGO=TOVACATR, NOMBRE=Tope por Valor para Caducos en Transito, TIPO=A, VALOR=500, LOGIN=GAMBLE, FECHAUPD=2013-07-14 02:06:08.0, APLICACION=5, VERSION=0}
{CODIGO=CNFRSLOT, NOMBRE=PARAMETRO LA CONFIRMACION DEL INGRESO DE LOS RESULTADOS DE LAS LOTERIAS, TIPO=A, VALOR=N, LOGIN=GAMBLE, FECHAUPD=2012-09-19 00:00:00.0, APLICACION=6, VERSION=0}
{CODIGO=COSTOPAY, NOMBRE=COSTO DE ADQUISICION DE LA TARJETA TO PAY, TIPO=N, VALOR=5000, LOGIN=GAMBLE, FECHAUPD=2013-07-14 02:06:16.0, APLICACION=17, VERSION=0}
{CODIGO=INIESTCN, NOMBRE=Codigo del estado de un cliente que se relaciona a la primera vinculacion con la tarjeta TO PAY, TIPO=N, VALOR=2, LOGIN=GAMBLE, FECHAUPD=2013-07-14 02:06:16.0, APLICACION=17, VERSION=0}
{CODIGO=TPMAXCRG, NOMBRE=Tope maximo de efectivo permitido para realizar una carga de la tarjeta TO PAY, TIPO=N, VALOR=1000000, LOGIN=GAMBLE, FECHAUPD=2013-07-14 02:06:16.0, APLICACION=17, VERSION=0}
{CODIGO=TPMINCRG, NOMBRE=Tope minimo de efectivo permitido para realizar una carga de la tarjeta TO PAY, TIPO=N, VALOR=1000, LOGIN=GAMBLE, FECHAUPD=2013-07-14 02:06:16.0, APLICACION=17, VERSION=0}
{CODIGO=TPMAXRTR, NOMBRE=Tope maximo de efectivo permitido para realizar un retiro de la tarjeta TO PAY, TIPO=N, VALOR=1000000, LOGIN=GAMBLE, FECHAUPD=2013-07-14 02:06:16.0, APLICACION=17, VERSION=0}
{CODIGO=TPMINRTR, NOMBRE=Tope minimo de efectivo permitido para realizar un retiro de la tarjeta TO PAY, TIPO=N, VALOR=1000, LOGIN=GAMBLE, FECHAUPD=2013-07-14 02:06:16.0, APLICACION=17, VERSION=0}
{CODIGO=TPPRDAQR, NOMBRE=codigo del producto Adquirir para el Proceso de TO PAY, TIPO=N, VALOR=124, LOGIN=GAMBLE, FECHAUPD=2013-07-14 02:06:16.0, APLICACION=17, VERSION=0}
{CODIGO=TPPRDCON, NOMBRE=Codigo del producto Consulta para el proceso de TO PAY, TIPO=N, VALOR=123, LOGIN=GAMBLE, FECHAUPD=2013-07-14 02:06:16.0, APLICACION=17, VERSION=0}
{CODIGO=TPANACTV, NOMBRE=Anio en que empieza a funcionar el proyecto TO PAY, TIPO=N, VALOR=2012, LOGIN=GAMBLE, FECHAUPD=2013-07-14 02:06:16.0, APLICACION=17, VERSION=0}
{CODIGO=TPPRDCAG, NOMBRE=codigo del producto Cargar para el Proceso de TO PAY, TIPO=N, VALOR=125, LOGIN=GAMBLE, FECHAUPD=2013-07-14 02:06:16.0, APLICACION=17, VERSION=0}
{CODIGO=TPPRDRET, NOMBRE=codigodel producto Retirar para el Proceso de TO PAY, TIPO=N, VALOR=126, LOGIN=GAMBLE, FECHAUPD=2013-07-14 02:06:16.0, APLICACION=17, VERSION=0}
{CODIGO=TPCLXDEF, NOMBRE=Clave por defecto asociada a la tarjeta TO PAY, TIPO=N, VALOR=1234, LOGIN=GAMBLE, FECHAUPD=2013-07-14 02:06:16.0, APLICACION=17, VERSION=0}
{CODIGO=VALICICO, NOMBRE=Valida Ventas Posteriores Cierre de Contrato, TIPO=A, VALOR=N, LOGIN=GAMBLE, FECHAUPD=2013-07-14 02:12:54.0, APLICACION=5, VERSION=0}
{CODIGO=ZMTIPREP, NOMBRE=DEFINE SI LA CONSULTA EN CODESA ZIPMAIL SE REALIZA POR FECHA VENTA O POR VENTA FUTURA (V / F), TIPO=A, VALOR=V, LOGIN=GAMBLE, FECHAUPD=2013-07-14 02:12:54.0, APLICACION=5, VERSION=0}
{CODIGO=ACTINSER, NOMBRE=ACTIVA INSERT TEXTO EN LOS PAQUETES, TIPO=A, VALOR=N, LOGIN=GAMBLE, FECHAUPD=2012-10-13 00:00:00.0, APLICACION=5, VERSION=3}
{CODIGO=VLTOCENT, NOMBRE=VALIDA TOPES DE VENTA CENTRAL (S/N), TIPO=A, VALOR=S, LOGIN=CP89005500, FECHAUPD=2016-08-01 00:00:00.0, APLICACION=5, VERSION=2}
{CODIGO=IPPUSOTO, NOMBRE=DATOS CONEXION SOCKET SERVER TOPES VENTA CENTRAL, TIPO=A, VALOR=10.20.1.18;8302, LOGIN=GAMBLE, FECHAUPD=2013-06-04 16:07:00.0, APLICACION=5, VERSION=0}
{CODIGO=IMPOTROS, NOMBRE=VALIDA SI IMPRIME OTROS SERVICIOS POR NOMBRE DEL SERVICIO O EL CODIGO, TIPO=A, VALOR=S, LOGIN=GAMBLE, FECHAUPD=0014-06-23 00:00:00.0, APLICACION=17, VERSION=0}
{CODIGO=VACONGTJ, NOMBRE=VALOR MINIMO PREMIO A CONGELAR POR TIPO JUEGO, TIPO=A, VALOR=1=99999999; 24=99999999;, LOGIN=GAMBLE, FECHAUPD=2019-12-27 12:00:16.0, APLICACION=3, VERSION=0}
{CODIGO=VENTEMPR, NOMBRE=Parametro para validar la venta si es por empresa o directa con codesa(Si=N o No=N), TIPO=A, VALOR=N, LOGIN=GAMBLE, FECHAUPD=2014-06-23 23:18:40.0, APLICACION=5, VERSION=0}
{CODIGO=VAPREOP, NOMBRE=VALOR PARA VALIDAR EL PAGO DE PREMIOS EN OPCIONES JAVA, TIPO=A, VALOR=500000, LOGIN=CP89005500, FECHAUPD=2021-07-27 12:23:08.0, APLICACION=6, VERSION=0}
{CODIGO=PARESAR, NOMBRE=VALIDA SI PAGA O NO EL PREMIO A UNA PERSONA REPORTADA EN SARLAF, TIPO=A, VALOR=N, LOGIN=GAMBLE, FECHAUPD=0014-06-23 00:00:00.0, APLICACION=16, VERSION=0}
{CODIGO=VAPAMES, NOMBRE=VALOR PARA VALIDAR LOS PREMIOSPAGADOS EN UN MES A UN CLIENTE  EN OPCIONES JAVA, TIPO=A, VALOR=8000000, LOGIN=GAMBLE, FECHAUPD=0014-06-23 00:00:00.0, APLICACION=6, VERSION=0}
{CODIGO=VALREGAS, NOMBRE=VALIDA REGLA ARTICULOS, COMPLETA Y GANE ASESORES, TIPO=A, VALOR=S, LOGIN=GAMBLE, FECHAUPD=2014-06-23 23:18:41.0, APLICACION=2, VERSION=0}
{CODIGO=RMDIAVTA, NOMBRE=RECAUDO MOVIL, INDICA EL DIA DE VENTA A CONSULTAR 1. DIA ANTERIOR 2. DIA ACTUAL, TIPO=N, VALOR=1, LOGIN=GAMBLE, FECHAUPD=2014-06-23 23:18:51.0, APLICACION=6, VERSION=0}
{CODIGO=VALCEDFI, NOMBRE=VALIDACION DE CEDULA EN FIDELIZACION PARA DAR ARTICULOS. CON CEDULA=S, SIN CEDULA=N, TIPO=A, VALOR=S, LOGIN=GAMBLE, FECHAUPD=2014-06-23 23:18:51.0, APLICACION=2, VERSION=0}
{CODIGO=INCTRTRA, NOMBRE=INSERTA CHANCE GRATIS EN CONTROL TRAMAS, TIPO=A, VALOR=N, LOGIN=GAMBLE, FECHAUPD=2013-04-29 16:52:00.0, APLICACION=5, VERSION=0}
{CODIGO=NITAPIO, NOMBRE=NIT DEL PROVEEDOR APIO, TIPO=A, VALOR=94063158-8, LOGIN=GAMBLE, FECHAUPD=2014-06-23 23:18:51.0, APLICACION=5, VERSION=0}
{CODIGO=APIOINT, NOMBRE=Parametro donde va a estar el servicio, producto y la tarifa de las transacciones internacionales, TIPO=A, VALOR=906,906,150|907,907,200, LOGIN=GAMBLE, FECHAUPD=2014-06-23 23:18:51.0, APLICACION=5, VERSION=2}
{CODIGO=APLINOMB, NOMBRE=Nombre del aplicativo, TIPO=A, VALOR=DEMO_CORDOBA, LOGIN=GAMBLE, FECHAUPD=2024-10-30 16:36:23.0, APLICACION=6, VERSION=0}
{CODIGO=PAPDISFP, NOMBRE=UTILIZA PAPDISFP S/N, TIPO=A, VALOR=N, LOGIN=GAMBLE, FECHAUPD=2014-06-23 23:27:32.0, APLICACION=7, VERSION=0}
{CODIGO=DESPREFP, NOMBRE=DESCONGELAR PREMIOS FP - S/N, TIPO=A, VALOR=N, LOGIN=GAMBLE, FECHAUPD=2014-06-23 23:27:32.0, APLICACION=7, VERSION=0}
{CODIGO=PRSRASTR, NOMBRE=Proveedor Servicio de Astro separado por punto y coma (;), TIPO=A, VALOR=10, LOGIN=GAMBLE, FECHAUPD=2014-08-02 01:10:20.0, APLICACION=6, VERSION=2}
{CODIGO=VACABPAS, NOMBRE=VALIDA SI PERMITE CAMBIAR EL PASSWORD A UN USUARIO REGISTRADO EN LA TABLA AUDITORPROGRAMA , TIPO=A, VALOR=S, LOGIN=GAMBLE, FECHAUPD=0014-08-02 00:00:00.0, APLICACION=6, VERSION=0}
{CODIGO=MANDATOS, NOMBRE=Parametros de conexion hacia manager (todo separa por comas), TIPO=A, VALOR=N,94063158-10,9408,1020, LOGIN=GAMBLE, FECHAUPD=2014-08-02 01:17:54.0, APLICACION=10, VERSION=2}
{CODIGO=PASSIPPU, NOMBRE=Nit,Password(sims),IP,Puerto(socket),proveedor,servicio ingre,servicio egre(empresa)(separa x comas), TIPO=A, VALOR=S,800040390,361633153A464830A1FE85DEC5EFAB17,172.19.150.200,25000,900084777,802,804, LOGIN=GAMBLE, FECHAUPD=2021-09-24 22:20:21.0, APLICACION=10, VERSION=0}
{CODIGO=LOTRESAF, NOMBRE=LOTERIA PARA RESULTADOS DE APUESTAS DEPORTIVAS, TIPO=A, VALOR=77, LOGIN=CP89005500, FECHAUPD=2015-08-31 00:00:00.0, APLICACION=11, VERSION=1}
{CODIGO=URLEPAY, NOMBRE=URL EPAYMENT, TIPO=A, VALOR=http://172.19.12.15:8787/epayment/login.seam;URLEPAYTOKEN#http://172.19.12.15:8787/epayment/TokenOperacion, LOGIN=GAMBLE, FECHAUPD=2023-08-04 17:24:17.0, APLICACION=15, VERSION=0}
{CODIGO=RESOAFUT, NOMBRE=RESOLUCION DEL FORMULARIO APUESTAS DEPORTIVAS, TIPO=A, VALOR=Resultados: www.lasdeportivas.com.co?Acumulado mayor: $100.000.000.?Los juegos de suerte y azar pueden ?producir adiccion, LOGIN=GAMBLE, FECHAUPD=0015-03-22 00:00:00.0, APLICACION=5, VERSION=0}
{CODIGO=TITUAFUT, NOMBRE=ENCABEZADO DEL FORMULARIO DE APUESTAS DEPORTIVAS, TIPO=A, VALOR=AUT COLJUEGOS?CONT 1238/2014?MEGAGOL|LIGA14|CORREDOR EMPRESARIAL?AvCl 26 69D-91 Torre Peatonal Of 802, LOGIN=GAMBLE, FECHAUPD=0015-03-22 00:00:00.0, APLICACION=5, VERSION=1}
{CODIGO=VLIMPFOR, NOMBRE=VALOR A UTILIZAR EN LA IMPRESION DE PROMOCIONES DE CHANCE (A/P) VALOR APOSTADO / VALOR PAGADO, TIPO=A, VALOR=A, LOGIN=GAMBLE, FECHAUPD=2015-03-22 22:51:25.0, APLICACION=5, VERSION=0}
{CODIGO=BLOQVNET, NOMBRE=VALIDA SI EL BLOQUEO DE UN USUARIO SE REALIZA TENIENDO EN CUENTA LA VENTANETA O LA VENTABRUTA, TIPO=A, VALOR=S, LOGIN=GAMBLE, FECHAUPD=0015-03-22 00:00:00.0, APLICACION=6, VERSION=0}
{CODIGO=VAPATOP, NOMBRE=VALOR PARA VALIDAR EL TOPE DE VALORES A PAGAR POR PREMIO, TIPO=A, VALOR=500000, LOGIN=GAMBLE, FECHAUPD=0015-03-22 00:00:00.0, APLICACION=6, VERSION=0}
{CODIGO=TERMPAGO, NOMBRE=SERIE TERMINAL PARA EL PAGO DE PREMIOS DE APUESTAS DEPORTIVAS, TIPO=A, VALOR=1084, LOGIN=GAMBLE, FECHAUPD=0015-03-22 00:00:00.0, APLICACION=11, VERSION=0}
{CODIGO=PROMOREC, NOMBRE=SE CONFIGURA EL CODIGO DE LA PROMOCION DE RECARGAS Y LA FECHA DE INICIO, TIPO=A, VALOR=300,13/11/2014, LOGIN=GAMBLE, FECHAUPD=2015-03-22 22:55:42.0, APLICACION=5, VERSION=0}
{CODIGO=ZONASEMP, NOMBRE=ZONA,CODIGOEMPRESA,USUARIO,CONTRASE¿,5 PARA CADA ZONA(ZONA;CODEMPRESA;USUARIO;CONTRASE¿;5,ZONA;)., TIPO=A, VALOR=1390;025;AP11025;AP11025;5,1431;025;AP11025;AP11025;5,1321;025;AP11025;AP11025;5,1409;025;AP11025;AP11025;5,1692;025;AP11025;AP11025;5,1696;025;AP11025;AP11025;5,1703;025;AP11025;AP11025;5,1708;025;AP11025;AP11025;5,1077;025;AP11025;AP11025;5, LOGIN=CP89005500, FECHAUPD=2015-04-25 00:00:00.0, APLICACION=11, VERSION=1}
{CODIGO=MACASTRO, NOMBRE=DEFINIR VALOR DE LA TERMINAL EN VENTA DE ASTRO (S=MACPTOVTA, N=MAC, P=PTO VENTA), TIPO=A, VALOR=P, LOGIN=CP78752750, FECHAUPD=2015-09-02 00:00:00.0, APLICACION=11, VERSION=7}
{CODIGO=PRODRESE, NOMBRE=PRODUCTOS A LOS QUE SE LE MUESTRA EL RESULTADO DE LA LOTERIA MAS LA SERIE CUANDO ES 000, TIPO=A, VALOR=0, LOGIN=GAMBLE, FECHAUPD=0015-11-22 00:00:00.0, APLICACION=6, VERSION=0}
{CODIGO=TJNOFRMS, NOMBRE=TIPOS DE JUEGO AZAR QUE NO MANEJAN PAPELERIA, EL FORMATO ES ,TIPOJUEGO, , TIPO=A, VALOR=,X,, LOGIN=GAMBLE, FECHAUPD=2015-11-22 23:28:59.0, APLICACION=5, VERSION=0}
{CODIGO=SGACVTNU, NOMBRE=PARAMETRO QUE ACTIVA EL SEGUIMINETO A LA TABLA ACUMULADOVENTANUMEROS SE INGRESA EL VALOR (S) O (N), TIPO=A, VALOR=N, LOGIN=GAMBLE, FECHAUPD=2015-11-22 00:00:00.0, APLICACION=6, VERSION=0}
{CODIGO=TJSACVTN, NOMBRE=PARAM Q IDENTIFICA LOS DEST A LOS CUALES SE LES REALIZA SGMIENTO ACUMVTANUMEROS, (1)LOCAL, (2)REMOTO, TIPO=A, VALOR=1, LOGIN=GAMBLE, FECHAUPD=2015-11-22 00:00:00.0, APLICACION=6, VERSION=0}
{CODIGO=ACPRTORE, NOMBRE=ACUMULA PREMIOS TOPE RETENCION S/N, TIPO=A, VALOR=N, LOGIN=GAMBLE, FECHAUPD=2015-11-22 23:28:59.0, APLICACION=5, VERSION=0}
{CODIGO=ACPTDIA, NOMBRE=ACUMULA PREMIOS TOPE RETENCION POR NUMERO DIAS S/N, TIPO=N, VALOR=0, LOGIN=GAMBLE, FECHAUPD=2015-11-22 23:28:59.0, APLICACION=5, VERSION=0}
{CODIGO=ACPTSQL, NOMBRE=ACUMULA PREMIOS TOPE RETENCION PARA (CHANCE 1) ¿ (CHANCE Y LOTERIA 2), TIPO=N, VALOR=1, LOGIN=GAMBLE, FECHAUPD=2015-11-22 23:28:59.0, APLICACION=5, VERSION=0}
{CODIGO=PRCARPOR, NOMBRE=PROMOCION CARIBE PORCENTAJE VALOR DE LA APUESTA  VALOR HASTA 100, TIPO=N, VALOR=100, LOGIN=GAMBLE, FECHAUPD=2015-11-22 23:29:01.0, APLICACION=2, VERSION=0}
{CODIGO=PRCARVAL, NOMBRE=PROMO CARIBE VALOR TOTAL APUESTA PARA DAR PROMOCION, TIPO=N, VALOR=0, LOGIN=GAMBLE, FECHAUPD=2015-11-22 23:29:01.0, APLICACION=2, VERSION=0}
{CODIGO=WAIT_DOB, NOMBRE=Time Out para transacciones de doblechance(segundos), TIPO=N, VALOR=120, LOGIN=GAMBLE, FECHAUPD=2015-11-22 23:29:01.0, APLICACION=8, VERSION=2}
{CODIGO=PCHANCE2, NOMBRE=CODIGOS PRODUCTOS PROMOCION CHANCE GRATIS2 FORMATO (,#,#,), TIPO=A, VALOR=,1,2,, LOGIN=GAMBLE, FECHAUPD=2015-11-22 23:35:32.0, APLICACION=5, VERSION=0}
{CODIGO=INCTRTR2, NOMBRE=INSERTA CHANCEGRATIS2 EN CONTROL TRAMAS, TIPO=A, VALOR=N, LOGIN=GAMBLE, FECHAUPD=2015-11-22 23:35:32.0, APLICACION=5, VERSION=0}
{CODIGO=ACTDEPOR, NOMBRE=DETERMINA SI ESTA ACTIVO DEPORTIVAS, TIPO=A, VALOR=S, LOGIN=GAMBLE, FECHAUPD=2015-11-22 23:35:33.0, APLICACION=5, VERSION=0}
{CODIGO=NOMPRCAR, NOMBRE=PARAMETRO PARA COLOCARLE OTRO NOMBRE A LA PROMOCION CARIBE, TIPO=A, VALOR=Promocion caribe, LOGIN=GAMBLE, FECHAUPD=2015-11-22 23:35:34.0, APLICACION=5, VERSION=0}
{CODIGO=LOTREMAR, NOMBRE=LOTERIA PARA RESULTADOS DE APUESTA FUTBOLERA POR MARCADORES, TIPO=A, VALOR=85, LOGIN=CP89005500, FECHAUPD=2017-01-24 00:00:00.0, APLICACION=11, VERSION=1}
{CODIGO=TESONOCO, NOMBRE=TESORERIA NOBRE CORTO PARA RELACION CON IDEA, TIPO=A, VALOR=TSR, LOGIN=GAMBLE, FECHAUPD=2016-08-14 00:00:00.0, APLICACION=19, VERSION=0}
{CODIGO=VALITESO, NOMBRE=Indica si esta activo el modulo de tesoreria, TIPO=A, VALOR=S, LOGIN=GAMBLE, FECHAUPD=2025-01-30 08:35:44.0, APLICACION=6, VERSION=0}
{CODIGO=TESOCONS, NOMBRE=INDICA SI LA EMPRESA CONSOLIDA O NO LOS REGISTROS DE LA TESORER¿A, TIPO=A, VALOR=N, LOGIN=GAMBLE, FECHAUPD=2016-08-14 00:00:00.0, APLICACION=19, VERSION=0}
{CODIGO=TESOCV, NOMBRE=INDICA SI LA VENTA DEL VENDEDOR ES REGISTRADA EN TESORER¿A, TIPO=A, VALOR=N, LOGIN=GAMBLE, FECHAUPD=2016-08-14 00:00:00.0, APLICACION=19, VERSION=0}
{CODIGO=PPNOTESO, NOMBRE=LISTADO SEPARADOS POR COMA DE TIPOS DE PREMIOS QUE NO MUEVEN TESORER¿A, TIPO=A, VALOR=2, LOGIN=GAMBLE, FECHAUPD=2016-08-14 00:00:00.0, APLICACION=19, VERSION=0}
{CODIGO=CAJASYNC, NOMBRE=C¿DIGO DE CAJA PARA REALIZAR LA SINCRONIZACI¿N DE SALDOS, TIPO=A, VALOR=20, LOGIN=GAMBLE, FECHAUPD=2016-08-14 00:00:00.0, APLICACION=19, VERSION=0}
{CODIGO=TRASVENC, NOMBRE=TIEMPO DE VENCIMIENTO EN HORAS DE LOS TRASLADOS DE DINERO, TIPO=A, VALOR=48, LOGIN=GAMBLE, FECHAUPD=2016-08-14 00:00:00.0, APLICACION=19, VERSION=0}
{CODIGO=RECOREGI, NOMBRE=CANTIDAD DE REGISTROS DE APERTURA DE CAJA A VISUALIZAR AL MOMENTO DE LA RECONSTRUCCION, TIPO=N, VALOR=20, LOGIN=CP52706961, FECHAUPD=2019-04-16 00:00:00.0, APLICACION=19, VERSION=0}
{CODIGO=VALUVT, NOMBRE=VALOR UVT PARA PAGO DE PREMIOS, TIPO=A, VALOR=500000, LOGIN=CP89005500, FECHAUPD=2017-07-05 00:00:00.0, APLICACION=6, VERSION=1}
{CODIGO=IMPHABE, NOMBRE=VALIDA SI IMPRIME O NO EL HABEAS DATA, TIPO=A, VALOR=S, LOGIN=CP89005500, FECHAUPD=2021-08-25 17:13:19.0, APLICACION=6, VERSION=0}
{CODIGO=VAPRELOT, NOMBRE=VALOR PARA VALIDAR EL PAGO DE PREMIOS DE LOTERIA VIRTUAL, TIPO=A, VALOR=5000000, LOGIN=GAMBLE, FECHAUPD=2016-08-14 00:00:00.0, APLICACION=6, VERSION=0}
{CODIGO=IPSKOPJ, NOMBRE=IP Y PUERTO DEL SOCKET EN EL CUAL SE CONSULTAN Y SE PAGAN PREMIOS, TIPO=A, VALOR=10.195.88.21;9300, LOGIN=GAMBLE, FECHAUPD=2022-04-25 00:38:12.0, APLICACION=6, VERSION=0}
{CODIGO=MANPRCON, NOMBRE=EQUIVALENCIA DE CODIGOS DE PROCESO CONTRA MANAGER, TIPO=A, VALOR=7,1304;12,1304;30,EFEC;65,1302;107,1318;, LOGIN=GAMBLE, FECHAUPD=2016-08-14 00:00:00.0, APLICACION=19, VERSION=0}
{CODIGO=MODVLTAC, NOMBRE=Validar y acumular de forma GENERAL o por EMPRESA, valor N=GENERAL - Z=ZONA - A=APAGADO, TIPO=A, VALOR=N, LOGIN=GAMBLE, FECHAUPD=2016-06-01 13:59:36.0, APLICACION=5, VERSION=0}
{CODIGO=TPECACUM, NOMBRE=Acumulado y apagado local TOPES valor S/N/A, N=ACUMGENERAL S=EMPRESA A=APAGADO , TIPO=A, VALOR=A, LOGIN=GAMBLE, FECHAUPD=2021-05-29 21:52:25.0, APLICACION=5, VERSION=0}
